_id,sense_id,lemma,stem,definition,example,translation,pos_label
f9e75d71-5047-472c-a5cd-d0a6110ebebc,65770e8c56b2bd911210079a,شَكْل,"[""ش ك ل""]",هيئة، وصورة‏.,أقترح أن يتم الإعلان عنها (بشكل) جيد وأن يتم ينشر أخبار عنها في الصحف والمجلات الورقية وفى المواقع الإلكترونية الأخرى,Form,اسم معنى
bd873bf5-27e0-4d95-8abe-935877861d29,6577131356b2bd9112109c3b,مُدَّة,"[""م د د""]",فترة من الزمن، تقع على القليل والكثير.,وصاحب عاشرني (مدة)/ فكان من خيرة أصحابي,Period,اسم معنى
aee780ec-4cac-4a42-8900-fdcab209c708,65770ae156b2bd91120f8e04,حُرّ,"[""ح ر ر""]",طليق، غير مقيد‏.,إنه من عالم الصحو المطلق والإدراك الكلي والخلود السرمدي والانطلاق (الحر) والجمال الدائم لا يفزع من ذلك المصير الحقير لنعله الباليه التي بها يسير في أوعار الأرض,free,صفة مشبهة
1fe24ab5-221b-4288-988a-5a1a207ec9e5,657712c856b2bd911210911d,لَطِيف,"[""ل ط ف""]",دقيق،رقيق.,أما شاربه فلم يكن كثًا غزيرًا يثير السخرية، كان دقيقًا (لطيفا).,Fine,صفة مشبهة
e86ee958-9413-40e7-adfb-b84d19b14b35,65770ebc56b2bd9112100e16,صِحَّة,"[""ص ح ح""]",ثبوت، ومطابقة للواقع.,يُنبيكَ عن (صِحَّةِ) أخباري/	عُسري من العِشقِ وإيساري,Validity,اسم معنى
9fa392dc-f85e-42cf-a4ad-b7ac445683e3,65770a7056b2bd91120f7afc,تَجْسِيد,"[""ج س د""]",تَجْسِيد الشخصيةِ ونحوها: تقمُّصها.,إي وربّي يعدّ (تجسيد) مابا/د على ما قد كان قبل انهداد.,impersonation,اسم معنى
77c2533d-7178-4bf4-a885-00ce91a7ebe7,65770f9756b2bd9112102ca3,ظَرْف,"[""ظ ر ف""]",وضع، وحالة.,وإذا حضرت فكل (ظر/ف) ظرفه لك مستقر,Circumstance,اسم معنى
6c3e9aca-a90d-4990-bf63-412d360dca62,657713eb56b2bd911210bbf1,نُقْطَة,"[""ن ق ط""]",مكان تمركز مجموعة من رجال الشرطة أو الإطفاء ونحوهم.,لكل قرية ليس بها (نُقْطَة) شرطة رئيس يسمى العمدة.,police station,اسم معنى
eabb44bf-776e-4bb7-ab3c-14aea76c5190,657711e956b2bd91121077b6,تَقْلِيد,"[""ق ل د""]",عُرْف، وعادة مُتوارَثة.,أرى الحيَّ في (التقليد) يُنكر ذاته/ فيحيا حياة الموت مهما يطلْ عمرا,tradition,اسم معنى
af2c1417-d74c-4615-9f84-1534fcfccddc,6577106f56b2bd9112104b87,عَيِّنَة,"[""ع ي ن""]",نموذج‏.,لقد ركز الكاتب على عنصر الشخصية (كعينة) أساسية من العوالم الممكنة المرتبطة بالنص السردي,Sample,اسم ذات
530d11b6-b63e-4dd5-b24c-1439130674b5,65770cf156b2bd91120fd3a6,رَغْم,"[""ر غ م""]",إجبار، وقسر .,النص ليس فقط ما أراد الكاتب أن يكتبه بل هو أيضا كل ما وصلنا (رغما) عنه...,compulsion,اسم معنى
de22dc5c-3eb9-4a29-8c7a-d83dc9f9a44f,6577097756b2bd91120f56cd,أُمَّة,"[""ء م م""]",جماعة من الناس يعيشون في وطن واحد، تجمعهم عناصر مشتركة كاللغة والدين.,(الأمة) التي لا تكرم مبدعيها ومفكريها لا تستحق الحياة ما قدمناه للمكرمين ليس سوى بعض حقوقهم علينا,nation,اسم ذات
